session,treatment,period,id,type,v,payoff,pay0,pay1,cv,cd,totalOtherV,R0,endowment,payScale
2024-10-24-120131,1,4,6,1,1,15,13.5,15,1,3,5,4,6,3
2024-10-24-120131,1,4,7,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,4,8,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,4,9,1,0,14.6,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,4,10,1,0,14.6,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,5,1,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,5,2,1,1,15,13.5,15,1,3,5,4,6,3
2024-10-24-120131,1,5,3,2,0,10.1,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,5,4,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,5,5,1,0,14.6,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,5,6,1,1,15,13.5,15,1,3,5,4,6,3
2024-10-24-120131,1,5,7,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,5,8,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,5,9,1,0,14.6,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,5,10,1,0,14.6,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,6,1,2,1,15,18,15,1,7,8,4,6,3
2024-10-24-120131,1,6,2,1,1,15,18,15,1,3,8,4,6,3
2024-10-24-120131,1,6,3,2,0,18,18,15,1,7,9,4,6,3
2024-10-24-120131,1,6,4,2,1,15,18,15,1,7,8,4,6,3
2024-10-24-120131,1,6,5,1,1,15,18,15,1,3,8,4,6,3
2024-10-24-120131,1,6,6,1,1,15,18,15,1,3,8,4,6,3
2024-10-24-120131,1,6,7,2,1,15,18,15,1,7,8,4,6,3
2024-10-24-120131,1,6,8,2,1,15,18,15,1,7,8,4,6,3
2024-10-24-120131,1,6,9,1,1,15,18,15,1,3,8,4,6,3
2024-10-24-120131,1,6,10,1,1,15,18,15,1,3,8,4,6,3
2024-10-24-120131,1,7,1,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,7,2,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,7,3,2,0,14.5,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,7,4,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,7,5,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,7,6,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,7,7,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,7,8,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,7,9,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,7,10,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,8,1,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,8,2,1,0,14.6,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,8,3,2,0,10.1,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,8,4,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,8,5,1,1,15,13.5,15,1,3,5,4,6,3
2024-10-24-120131,1,8,6,1,1,15,13.5,15,1,3,5,4,6,3
2024-10-24-120131,1,8,7,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,8,8,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,8,9,1,0,14.6,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,8,10,1,0,14.6,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,9,1,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,9,2,1,1,15,13.5,15,1,3,5,4,6,3
2024-10-24-120131,1,9,3,2,0,10.1,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,9,4,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,9,5,1,1,15,13.5,15,1,3,5,4,6,3
2024-10-24-120131,1,9,6,1,1,15,13.5,15,1,3,5,4,6,3
2024-10-24-120131,1,9,7,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,9,8,2,0,10.1,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,9,9,1,0,14.6,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,9,10,1,0,14.6,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,10,1,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,10,2,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,10,3,2,0,14.5,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,10,4,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,10,5,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,10,6,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,10,7,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,10,8,2,0,14.5,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,10,9,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,10,10,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,11,1,2,1,15,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,11,2,1,1,15,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,11,3,2,0,18,18,15,1,7,8,4,6,3
2024-10-24-120131,1,11,4,2,1,15,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,11,5,1,0,18,18,15,1,3,8,4,6,3
2024-10-24-120131,1,11,6,1,1,15,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,11,7,2,1,15,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,11,8,2,1,15,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,11,9,1,1,15,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,11,10,1,1,15,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,12,1,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,12,2,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,12,3,2,0,14.5,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,12,4,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,12,5,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,12,6,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,12,7,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,12,8,2,0,14.5,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,12,9,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,12,10,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,13,1,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,13,2,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,13,3,2,0,14.5,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,13,4,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,13,5,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,13,6,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,13,7,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,13,8,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,13,9,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,13,10,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,14,1,2,1,15,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,14,2,1,1,15,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,14,3,2,0,18,18,15,1,7,8,4,6,3
2024-10-24-120131,1,14,4,2,1,15,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,14,5,1,1,15,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,14,6,1,1,15,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,14,7,2,1,15,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,14,8,2,1,15,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,14,9,1,1,15,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,14,10,1,0,18,18,15,1,3,8,4,6,3
2024-10-24-120131,1,15,1,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,15,2,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,15,3,2,0,14.5,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,15,4,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,15,5,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,15,6,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,15,7,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,15,8,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,15,9,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,15,10,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,16,1,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,16,2,1,0,14.6,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,16,3,2,0,10.1,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,16,4,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,16,5,1,1,15,13.5,15,1,3,5,4,6,3
2024-10-24-120131,1,16,6,1,1,15,13.5,15,1,3,5,4,6,3
2024-10-24-120131,1,16,7,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,16,8,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,16,9,1,0,14.6,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,16,10,1,0,14.6,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,17,1,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,17,2,1,0,14.6,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,17,3,2,0,10.1,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,17,4,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,17,5,1,0,14.6,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,17,6,1,1,15,13.5,15,1,3,5,4,6,3
2024-10-24-120131,1,17,7,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,17,8,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,17,9,1,0,14.6,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,17,10,1,1,15,13.5,15,1,3,5,4,6,3
2024-10-24-120131,1,18,1,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,18,2,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,18,3,2,0,14.5,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,18,4,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,18,5,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,18,6,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,18,7,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,18,8,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,18,9,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,18,10,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,19,1,2,1,15,18,15,1,7,8,4,6,3
2024-10-24-120131,1,19,2,1,1,15,18,15,1,3,8,4,6,3
2024-10-24-120131,1,19,3,2,0,18,18,15,1,7,9,4,6,3
2024-10-24-120131,1,19,4,2,1,15,18,15,1,7,8,4,6,3
2024-10-24-120131,1,19,5,1,1,15,18,15,1,3,8,4,6,3
2024-10-24-120131,1,19,6,1,1,15,18,15,1,3,8,4,6,3
2024-10-24-120131,1,19,7,2,1,15,18,15,1,7,8,4,6,3
2024-10-24-120131,1,19,8,2,1,15,18,15,1,7,8,4,6,3
2024-10-24-120131,1,19,9,1,1,15,18,15,1,3,8,4,6,3
2024-10-24-120131,1,19,10,1,1,15,18,15,1,3,8,4,6,3
2024-10-24-120131,1,20,1,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,20,2,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,20,3,2,0,14.5,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,20,4,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,20,5,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,20,6,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,20,7,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,20,8,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,20,9,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,20,10,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,21,1,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,21,2,1,0,14.6,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,21,3,2,0,10.1,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,21,4,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,21,5,1,1,15,13.5,15,1,3,5,4,6,3
2024-10-24-120131,1,21,6,1,1,15,13.5,15,1,3,5,4,6,3
2024-10-24-120131,1,21,7,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,21,8,2,1,15,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,21,9,1,0,14.6,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,21,10,1,0,14.6,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,22,1,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,22,2,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,22,3,2,0,14.5,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,22,4,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,22,5,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,22,6,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,22,7,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,22,8,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,22,9,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,22,10,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,23,1,2,1,15,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,23,2,1,1,15,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,23,3,2,0,18,18,15,1,7,8,4,6,3
2024-10-24-120131,1,23,4,2,1,15,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,23,5,1,1,15,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,23,6,1,1,15,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,23,7,2,1,15,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,23,8,2,1,15,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,23,9,1,0,18,18,15,1,3,8,4,6,3
2024-10-24-120131,1,23,10,1,1,15,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,24,1,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,24,2,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,24,3,2,0,14.5,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,24,4,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,24,5,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,24,6,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,24,7,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,24,8,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,24,9,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,24,10,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,25,1,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,25,2,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,25,3,2,0,14.5,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,25,4,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,25,5,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,25,6,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,25,7,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,25,8,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,25,9,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,25,10,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,26,1,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,26,2,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,26,3,2,0,14.5,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,26,4,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,26,5,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,26,6,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,26,7,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,26,8,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,26,9,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,26,10,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,27,1,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,27,2,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,27,3,2,0,14.5,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,27,4,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,27,5,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,27,6,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,27,7,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,27,8,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,27,9,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,27,10,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,28,1,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,28,2,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,28,3,2,0,14.5,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,28,4,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,28,5,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,28,6,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,28,7,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,28,8,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,28,9,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,28,10,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,29,1,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,29,2,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,29,3,2,0,14.5,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,29,4,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,29,5,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,29,6,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,29,7,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,29,8,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,29,9,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,29,10,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,30,1,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,30,2,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,30,3,2,0,14.5,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,30,4,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,30,5,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,30,6,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,30,7,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,30,8,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,30,9,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,30,10,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,31,1,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,31,2,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,31,3,2,0,14.5,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,31,4,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,31,5,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,31,6,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,31,7,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,31,8,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,31,9,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,31,10,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,32,1,2,0,7.5,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,32,2,1,1,15,12.8,15,1,3,4,4,6,3
2024-10-24-120131,1,32,3,2,0,7.5,7.5,15,1,7,5,4,6,3
2024-10-24-120131,1,32,4,2,1,15,5.8,15,1,7,4,4,6,3
2024-10-24-120131,1,32,5,1,0,13.5,13.5,15,1,3,5,4,6,3
2024-10-24-120131,1,32,6,1,1,15,12.8,15,1,3,4,4,6,3
2024-10-24-120131,1,32,7,2,1,15,5.8,15,1,7,4,4,6,3
2024-10-24-120131,1,32,8,2,1,15,5.8,15,1,7,4,4,6,3
2024-10-24-120131,1,32,9,1,0,13.5,13.5,15,1,3,5,4,6,3
2024-10-24-120131,1,32,10,1,0,13.5,13.5,15,1,3,5,4,6,3
2024-10-24-120131,1,33,1,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,33,2,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,33,3,2,0,14.5,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,33,4,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,33,5,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,33,6,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,33,7,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,33,8,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,33,9,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,33,10,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,34,1,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,34,2,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,34,3,2,0,14.5,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,34,4,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,34,5,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,34,6,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,34,7,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,34,8,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,34,9,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,34,10,1,0,16.5,16.5,15,1,3,7,4,6,3
2024-10-24-120131,1,35,1,2,1,15,10.1,15,1,7,6,4,6,3
2024-10-24-120131,1,35,2,1,1,15,14.6,15,1,3,6,4,6,3
2024-10-24-120131,1,35,3,2,0,14.5,14.5,15,1,7,7,4,6,3
2024-10-24-120131,1,35,4,2,1,15,10.1,15,1,7,6,4,6,3
